time,target,true_pos,sensor,error
3.049999999999997,10.0,9.926213023705163,9.93516046174887,-0.06483953825112998
3.099999999999997,10.0,9.940970418964131,9.952682759337426,-0.04731724066257392
3.149999999999997,10.0,9.952776335171304,9.961469460175092,-0.03853053982490806
3.1999999999999966,10.0,9.962221068137044,9.969045849964921,-0.030954150035078953
3.2499999999999964,10.0,9.969776854509636,9.977981965737776,-0.022018034262224262
3.2999999999999963,10.0,9.975821483607708,9.983277964409877,-0.01672203559012253
3.349999999999996,10.0,9.980657186886166,9.987959148649916,-0.01204085135008448
3.399999999999996,10.0,9.984525749508933,9.995397548505423,-0.004602451494577053
3.4499999999999957,10.0,9.987620599607146,9.997268601850655,-0.00273139814934531
3.4999999999999956,10.0,9.990096479685716,9.998638381163987,-0.0013616188360128234
3.5499999999999954,10.0,9.992077183748574,10.003640215532323,0.0036402155323234098
3.599999999999995,10.0,9.993661746998859,10.004184715207273,0.004184715207273371
3.649999999999995,10.0,9.994929397599087,10.004527586800982,0.004527586800982419
3.699999999999995,10.0,9.995943518079269,10.006814024520821,0.006814024520821249
3.7499999999999947,10.0,9.996754814463415,10.009017345532806,0.009017345532805976
3.7999999999999945,10.0,9.997403851570732,10.009110442977208,0.009110442977208422
3.8499999999999943,10.0,9.997923081256586,10.008242602459685,0.008242602459684889
3.899999999999994,10.0,9.998338465005268,10.010776550151387,0.010776550151387454
3.949999999999994,10.0,9.998670772004214,10.01021069139778,0.010210691397780636
3.999999999999994,20.0,11.998936617603372,12.011054545149488,-7.988945454850512
4.049999999999994,20.0,13.599149294082697,13.610867269758689,-6.389132730241311
4.099999999999993,20.0,14.879319435266158,14.890591193516084,-5.109408806483916
4.149999999999993,20.0,15.903455548212927,15.915974364780768,-4.084025635219232
4.199999999999993,20.0,16.72276443857034,16.73419272305732,-3.265807276942681
4.249999999999993,20.0,17.37821155085627,17.39075793170129,-2.609242068298709
4.299999999999993,20.0,17.90256924068502,17.912507371011102,-2.0874926289888975
4.3499999999999925,20.0,18.322055392548016,18.32995500134239,-1.670044998657609
4.399999999999992,20.0,18.657644314038414,18.66912490678298,-1.3308750932170206
4.449999999999992,20.0,18.926115451230732,18.931948047012426,-1.0680519529875738
4.499999999999992,20.0,19.140892360984587,19.148500759325792,-0.8514992406742081
4.549999999999992,20.0,19.31271388878767,19.324693555003144,-0.6753064449968562
4.599999999999992,20.0,19.450171111030137,19.460257530238273,-0.5397424697617268
4.6499999999999915,20.0,19.56013688882411,19.571445411117466,-0.42855458888253395
4.699999999999991,20.0,19.64810951105929,19.65913424367167,-0.3408657563283306
4.749999999999991,20.0,19.718487608847433,19.72938051158519,-0.270619488414809
4.799999999999991,20.0,19.774790087077946,19.786196902981306,-0.21380309701869393
4.849999999999991,20.0,19.819832069662358,19.828322966944036,-0.17167703305596405
4.899999999999991,20.0,19.855865655729886,19.863160844711157,-0.13683915528884327
4.94999999999999,20.0,19.884692524583908,19.891494532872784,-0.1085054671272161
4.99999999999999,20.0,19.907754019667127,19.913007985128104,-0.08699201487189612
5.04999999999999,20.0,19.9262032157337,19.93504719920427,-0.06495280079573007
5.09999999999999,20.0,19.94096257258696,19.954214668287385,-0.04578533171261512
5.14999999999999,20.0,19.952770058069568,19.965020603758372,-0.034979396241627825
5.1999999999999895,20.0,19.962216046455655,19.9712090569161,-0.02879094308390151
5.249999999999989,20.0,19.969772837164523,19.977820899625584,-0.02217910037441584
5.299999999999989,20.0,19.97581826973162,19.983227817718042,-0.01677218228195798
5.349999999999989,20.0,19.980654615785294,19.992546009461122,-0.00745399053887752
5.399999999999989,20.0,19.984523692628237,19.995279731172484,-0.004720268827515639
5.449999999999989,20.0,19.98761895410259,19.99478080189091,-0.005219198109088552
5.4999999999999885,20.0,19.99009516328207,20.0026110216027,0.002611021602699992
5.549999999999988,20.0,19.992076130625655,20.00132829370923,0.0013282937092284897
5.599999999999988,20.0,19.993660904500523,20.005080532036022,0.005080532036021879
5.649999999999988,20.0,19.994928723600417,20.004987889628147,0.004987889628147002
5.699999999999988,20.0,19.995942978880333,20.007546996516467,0.007546996516467175
5.749999999999988,20.0,19.996754383104268,20.0111310773196,0.01113107731960028
5.799999999999987,20.0,19.997403506483415,20.007051168995105,0.007051168995104717
5.849999999999987,20.0,19.997922805186732,20.010357323077404,0.01035732307740389
5.899999999999987,20.0,19.998338244149387,20.013018264222172,0.013018264222171894
5.949999999999987,20.0,19.99867059531951,20.009047161620114,0.009047161620113542
5.999999999999987,0.0,15.998936476255608,16.007640879042885,16.007640879042885
6.0499999999999865,0.0,12.799149181004486,12.809174100165833,12.809174100165833
6.099999999999986,0.0,10.239319344803588,10.249240402782728,10.249240402782728
6.149999999999986,0.0,8.19145547584287,8.206249043795776,8.206249043795776
6.199999999999986,0.0,6.553164380674296,6.565083275699133,6.565083275699133
6.249999999999986,0.0,5.242531504539437,5.251586475977589,5.251586475977589
6.299999999999986,0.0,4.19402520363155,4.201440303758912,4.201440303758912
6.349999999999985,0.0,3.3552201629052396,3.3627764746695585,3.3627764746695585
6.399999999999985,0.0,2.684176130324192,2.695325443058596,2.695325443058596
6.449999999999985,0.0,2.1473409042593534,2.155411658572752,2.155411658572752
6.499999999999985,0.0,1.7178727234074826,1.7302211793538755,1.7302211793538755
6.549999999999985,0.0,1.374298178725986,1.3787222088260382,1.3787222088260382
6.5999999999999845,0.0,1.099438542980789,1.1098043904502581,1.1098043904502581
6.649999999999984,0.0,0.8795508343846311,0.8902048191978436,0.8902048191978436
6.699999999999984,0.0,0.7036406675077049,0.7142298359620107,0.7142298359620107
6.749999999999984,0.0,0.5629125340061639,0.5730461761755195,0.5730461761755195
6.799999999999984,0.0,0.45033002720493115,0.45942055853062463,0.45942055853062463
6.849999999999984,0.0,0.3602640217639449,0.37174612592645606,0.37174612592645606
6.8999999999999835,0.0,0.2882112174111559,0.30165395092485653,0.30165395092485653
6.949999999999983,0.0,0.23056897392892473,0.23986827207842934,0.23986827207842934
6.999999999999983,0.0,0.18445517914313977,0.1978315835915836,0.1978315835915836
7.049999999999983,0.0,0.14756414331451181,0.15716498621514027,0.15716498621514027
7.099999999999983,0.0,0.11805131465160945,0.13121845245740982,0.13121845245740982
7.149999999999983,0.0,0.09444105172128756,0.10406944897593272,0.10406944897593272
7.199999999999982,0.0,0.07555284137703004,0.08543994806705928,0.08543994806705928
7.249999999999982,0.0,0.06044227310162403,0.07194775226074247,0.07194775226074247
7.299999999999982,0.0,0.04835381848129923,0.05976922211195118,0.05976922211195118
7.349999999999982,0.0,0.03868305478503938,0.05073667821104825,0.05073667821104825
7.399999999999982,0.0,0.030946443828031505,0.0422607530446218,0.0422607530446218
7.4499999999999815,0.0,0.024757155062425203,0.034583600849667454,0.034583600849667454
7.499999999999981,0.0,0.019805724049940163,0.027875440080863123,0.027875440080863123
7.549999999999981,0.0,0.015844579239952132,0.024413624012649012,0.024413624012649012
7.599999999999981,0.0,0.012675663391961706,0.020697051191356723,0.020697051191356723
7.649999999999981,0.0,0.010140530713569365,0.01875196271247678,0.01875196271247678
7.699999999999981,0.0,0.008112424570855491,0.021762172962889275,0.021762172962889275
7.7499999999999805,0.0,0.006489939656684393,0.019923945704592473,0.019923945704592473
7.79999999999998,0.0,0.005191951725347514,0.014469354119759094,0.014469354119759094
7.84999999999998,0.0,0.004153561380278011,0.014492644708346363,0.014492644708346363
7.89999999999998,0.0,0.003322849104222409,0.017509239091656657,0.017509239091656657
7.94999999999998,0.0,0.0026582792833779274,0.011367491779021617,0.011367491779021617
